race	age	gender	deaths	icdcode	rate100k
asian	27	F	4	D50-D89	0.178086
asian	27	F	9	E00-E88	0.400694
asian	27	F	2	F01-F99	0.089043
asian	27	F	14	G00-G98	0.623302
asian	27	F	44	I00-I99	1.958949
asian	27	F	10	J00-J98	0.445216
asian	27	F	10	K00-K92	0.445216
asian	27	F	19	M00-M99	0.84591
asian	27	F	2	N00-N98	0.089043
asian	27	F	6	Q00-Q99	0.267129
asian	27	F	239	V01-Y89	10.640657
asian	27	M	28	A00-B99	1.33391
asian	27	M	109	C00-D48	5.192721
asian	27	M	2	D50-D89	0.095279
asian	27	M	14	E00-E88	0.666955
asian	27	M	8	F01-F99	0.381117
asian	27	M	19	G00-G98	0.905153
asian	27	M	100	I00-I99	4.763965
asian	27	M	21	J00-J98	1.000433
asian	27	M	11	K00-K92	0.524036
asian	27	M	4	M00-M99	0.190559
asian	27	M	9	N00-N98	0.428757
asian	27	M	11	Q00-Q99	0.524036
asian	27	M	700	V01-Y89	33.347752
asian	28	F	13	A00-B99	0.573912
asian	28	F	119	C00-D48	5.253504
asian	28	F	3	D50-D89	0.132441
asian	28	F	14	E00-E88	0.618059
asian	28	F	1	F01-F99	0.044147
asian	28	F	9	G00-G98	0.397324
asian	28	F	70	I00-I99	3.090296
asian	28	F	12	J00-J98	0.529765
asian	28	F	7	K00-K92	0.30903
asian	28	F	11	M00-M99	0.485618
asian	28	F	7	N00-N98	0.30903
asian	28	F	10	Q00-Q99	0.441471
asian	28	F	248	V01-Y89	10.948478
asian	28	M	36	A00-B99	1.719735
asian	28	M	116	C00-D48	5.541368
asian	28	M	7	D50-D89	0.334393
asian	28	M	24	E00-E88	1.14649
asian	28	M	5	F01-F99	0.238852
asian	28	M	14	G00-G98	0.668786
asian	28	M	118	I00-I99	5.636909
asian	28	M	21	J00-J98	1.003179
asian	28	M	28	K00-K92	1.337572
asian	28	M	3	M00-M99	0.143311
asian	28	M	5	N00-N98	0.238852
asian	28	M	9	Q00-Q99	0.429934
asian	28	M	650	V01-Y89	31.050768
asian	29	F	23	A00-B99	1.01798
asian	29	F	110	C00-D48	4.868599
asian	29	F	5	D50-D89	0.2213
asian	29	F	6	E00-E88	0.26556
asian	29	F	7	F01-F99	0.30982
asian	29	F	9	G00-G98	0.39834
asian	29	F	48	I00-I99	2.124479
asian	29	F	12	J00-J98	0.53112
asian	29	F	13	K00-K92	0.57538
asian	29	F	19	M00-M99	0.84094
asian	29	F	4	N00-N98	0.17704
asian	29	F	10	Q00-Q99	0.4426
asian	29	F	239	V01-Y89	10.578137
asian	29	M	35	A00-B99	1.687934
asian	29	M	145	C00-D48	6.992869
asian	29	M	7	D50-D89	0.337587
asian	29	M	11	E00-E88	0.530493
asian	29	M	7	F01-F99	0.337587
asian	29	M	23	G00-G98	1.109214
asian	29	M	106	I00-I99	5.112028
asian	29	M	22	J00-J98	1.060987
asian	29	M	19	K00-K92	0.916307
asian	29	M	2	M00-M99	0.096453
asian	29	M	8	N00-N98	0.385813
asian	29	M	20	Q00-Q99	0.964534
asian	29	M	657	V01-Y89	31.684929
asian	30	F	21	A00-B99	0.914232
asian	30	F	170	C00-D48	7.400926
asian	30	F	3	D50-D89	0.130605
asian	30	F	14	E00-E88	0.609488
asian	30	F	2	F01-F99	0.08707
asian	30	F	19	G00-G98	0.827162
asian	30	F	50	I00-I99	2.176743
asian	30	F	15	J00-J98	0.653023
asian	30	F	16	K00-K92	0.696558
asian	30	F	17	M00-M99	0.740093
asian	30	F	5	N00-N98	0.217674
asian	30	F	2	P00-P96	0.08707
asian	30	F	5	Q00-Q99	0.217674
asian	30	F	240	V01-Y89	10.448365
asian	30	M	43	A00-B99	2.035128
asian	30	M	135	C00-D48	6.389356
asian	30	M	9	D50-D89	0.425957
asian	30	M	16	E00-E88	0.757257
asian	30	M	11	F01-F99	0.520614
asian	30	M	13	G00-G98	0.615271
asian	30	M	138	I00-I99	6.531342
asian	30	M	14	J00-J98	0.6626
asian	30	M	21	K00-K92	0.9939
asian	30	M	3	M00-M99	0.141986
asian	30	M	2	N00-N98	0.094657
asian	30	M	6	Q00-Q99	0.283971
asian	30	M	578	V01-Y89	27.355909
asian	31	F	22	A00-B99	0.975441
asian	31	F	187	C00-D48	8.291245
asian	31	F	3	D50-D89	0.133015
asian	31	F	18	E00-E88	0.798088
asian	31	F	7	F01-F99	0.310367
asian	31	F	21	G00-G98	0.931102
asian	31	F	57	I00-I99	2.527278
asian	31	F	14	J00-J98	0.620735
asian	31	F	13	K00-K92	0.576397
asian	31	F	23	M00-M99	1.019779
asian	31	F	7	N00-N98	0.310367
asian	31	F	4	Q00-Q99	0.177353
asian	31	F	230	V01-Y89	10.197788
asian	31	M	39	A00-B99	1.886969
asian	31	M	145	C00-D48	7.015653
asian	31	M	6	D50-D89	0.290303
asian	31	M	27	E00-E88	1.306363
asian	31	M	14	F01-F99	0.677373
asian	31	M	31	G00-G98	1.499898
asian	31	M	168	I00-I99	8.12848
asian	31	M	23	J00-J98	1.112828
asian	31	M	29	K00-K92	1.403131
asian	31	M	9	M00-M99	0.435454
asian	31	M	12	N00-N98	0.580606
asian	31	M	6	Q00-Q99	0.290303
asian	31	M	604	V01-Y89	29.223822
asian	32	F	19	A00-B99	0.844233
asian	32	F	204	C00-D48	9.064395
asian	32	F	3	D50-D89	0.1333
asian	32	F	14	E00-E88	0.622066
asian	32	F	1	F01-F99	0.044433
asian	32	F	18	G00-G98	0.7998
asian	32	F	76	I00-I99	3.376931
asian	32	F	16	J00-J98	0.710933
asian	32	F	18	K00-K92	0.7998
asian	32	F	17	M00-M99	0.755366
asian	32	F	2	N00-N98	0.088867
asian	32	F	6	Q00-Q99	0.2666
asian	32	F	248	V01-Y89	11.01946
asian	32	M	44	A00-B99	2.132344
asian	32	M	196	C00-D48	9.498623
asian	32	M	4	D50-D89	0.193849
asian	32	M	23	E00-E88	1.114634
asian	32	M	13	F01-F99	0.630011
asian	32	M	21	G00-G98	1.01771
asian	32	M	172	I00-I99	8.335526
asian	32	M	18	J00-J98	0.872323
asian	32	M	37	K00-K92	1.793107
asian	32	M	6	M00-M99	0.290774
asian	32	M	5	N00-N98	0.242312
asian	32	M	12	Q00-Q99	0.581548
asian	32	M	574	V01-Y89	27.817396
asian	33	F	16	A00-B99	0.71974
asian	33	F	203	C00-D48	9.131705
asian	33	F	6	D50-D89	0.269903
asian	33	F	18	E00-E88	0.809708
asian	33	F	9	F01-F99	0.404854
asian	33	F	14	G00-G98	0.629773
asian	33	F	78	I00-I99	3.508734
asian	33	F	7	J00-J98	0.314886
asian	33	F	14	K00-K92	0.629773
asian	33	F	12	M00-M99	0.539805
asian	33	F	8	N00-N98	0.35987
asian	33	F	8	Q00-Q99	0.35987
asian	33	F	207	V01-Y89	9.31164
asian	33	M	54	A00-B99	2.654105
asian	33	M	189	C00-D48	9.289368
asian	33	M	4	D50-D89	0.1966
asian	33	M	27	E00-E88	1.327053
asian	33	M	16	F01-F99	0.786402
asian	33	M	25	G00-G98	1.228752
asian	33	M	201	I00-I99	9.879169
asian	33	M	26	J00-J98	1.277903
asian	33	M	30	K00-K92	1.474503
asian	33	M	7	M00-M99	0.344051
asian	33	M	2	N00-N98	0.0983
asian	33	M	8	Q00-Q99	0.393201
asian	33	M	569	V01-Y89	27.966405
asian	34	F	18	A00-B99	0.815183
asian	34	F	262	C00-D48	11.865442
asian	34	F	9	D50-D89	0.407592
asian	34	F	21	E00-E88	0.951047
asian	34	F	5	F01-F99	0.22644
asian	34	F	17	G00-G98	0.769895
asian	34	F	89	I00-I99	4.030627
asian	34	F	27	J00-J98	1.222775
asian	34	F	16	K00-K92	0.724607
asian	34	F	20	M00-M99	0.905759
asian	34	F	14	N00-N98	0.634031
asian	34	F	7	Q00-Q99	0.317016
asian	34	F	235	V01-Y89	10.642668
asian	34	M	58	A00-B99	2.865133
asian	34	M	226	C00-D48	11.164138
asian	34	M	6	D50-D89	0.296393
asian	34	M	27	E00-E88	1.333769
asian	34	M	20	F01-F99	0.987977
asian	34	M	20	G00-G98	0.987977
asian	34	M	230	I00-I99	11.361733
asian	34	M	29	J00-J98	1.432566
asian	34	M	47	K00-K92	2.321746
asian	34	M	4	M00-M99	0.197595
asian	34	M	11	N00-N98	0.543387
asian	34	M	5	Q00-Q99	0.246994
asian	34	M	513	V01-Y89	25.341605
asian	35	F	14	A00-B99	0.639251
asian	35	F	283	C00-D48	12.921997
asian	35	F	5	D50-D89	0.228304
asian	35	F	25	E00-E88	1.141519
asian	35	F	9	F01-F99	0.410947
asian	35	F	16	G00-G98	0.730572
asian	35	F	90	I00-I99	4.109469
asian	35	F	20	J00-J98	0.913215
asian	35	F	14	K00-K92	0.639251
asian	35	F	13	M00-M99	0.59359
asian	35	F	9	N00-N98	0.410947
asian	35	F	7	Q00-Q99	0.319625
asian	35	F	231	V01-Y89	10.547637
asian	35	M	61	A00-B99	3.0278
asian	35	M	229	C00-D48	11.36666
asian	35	M	7	D50-D89	0.347452
asian	35	M	30	E00-E88	1.489082
asian	35	M	29	F01-F99	1.439446
asian	35	M	20	G00-G98	0.992721
asian	35	M	242	I00-I99	12.011929
asian	35	M	25	J00-J98	1.240902
asian	35	M	52	K00-K92	2.581076
asian	35	M	8	M00-M99	0.397089
asian	35	M	12	N00-N98	0.595633
asian	35	M	13	Q00-Q99	0.645269
asian	35	M	546	V01-Y89	27.101293
asian	36	F	16	A00-B99	0.734679
asian	36	F	301	C00-D48	13.821154
asian	36	F	8	D50-D89	0.36734
asian	36	F	18	E00-E88	0.826514
asian	36	F	8	F01-F99	0.36734
asian	36	F	12	G00-G98	0.551009
asian	36	F	107	I00-I99	4.913168
asian	36	F	32	J00-J98	1.469359
asian	36	F	21	K00-K92	0.964267
asian	36	F	21	M00-M99	0.964267
asian	36	F	9	N00-N98	0.413257
asian	36	F	5	Q00-Q99	0.229587
asian	36	F	213	V01-Y89	9.780418
asian	36	M	60	A00-B99	3.020255
asian	36	M	249	C00-D48	12.53406
asian	36	M	4	D50-D89	0.20135
asian	36	M	30	E00-E88	1.510128
asian	36	M	21	F01-F99	1.057089
asian	36	M	30	G00-G98	1.510128
asian	36	M	317	I00-I99	15.957016
asian	36	M	34	J00-J98	1.711478
asian	36	M	50	K00-K92	2.516879
asian	36	M	9	M00-M99	0.453038
asian	36	M	9	N00-N98	0.453038
asian	36	M	8	Q00-Q99	0.402701
asian	36	M	522	V01-Y89	26.276221
asian	37	F	24	A00-B99	1.111878
asian	37	F	300	C00-D48	13.898476
asian	37	F	15	D50-D89	0.694924
asian	37	F	23	E00-E88	1.06555
asian	37	F	4	F01-F99	0.185313
asian	37	F	15	G00-G98	0.694924
asian	37	F	115	I00-I99	5.327749
asian	37	F	9	J00-J98	0.416954
asian	37	F	22	K00-K92	1.019222
asian	37	F	23	M00-M99	1.06555
asian	37	F	17	N00-N98	0.78758
asian	37	F	5	Q00-Q99	0.231641
asian	37	F	218	V01-Y89	10.099559
asian	37	M	58	A00-B99	2.950408
asian	37	M	308	C00-D48	15.667682
asian	37	M	4	D50-D89	0.203476
asian	37	M	50	E00-E88	2.543455
asian	37	M	17	F01-F99	0.864775
asian	37	M	20	G00-G98	1.017382
asian	37	M	328	I00-I99	16.685064
asian	37	M	17	J00-J98	0.864775
asian	37	M	67	K00-K92	3.40823
asian	37	M	4	M00-M99	0.203476
asian	37	M	14	N00-N98	0.712167
asian	37	M	1	P00-P96	0.050869
asian	37	M	10	Q00-Q99	0.508691
asian	37	M	536	V01-Y89	27.265837
asian	38	F	33	A00-B99	1.547506
asian	38	F	450	C00-D48	21.102349
asian	38	F	6	D50-D89	0.281365
asian	38	F	28	E00-E88	1.313035
asian	38	F	6	F01-F99	0.281365
asian	38	F	12	G00-G98	0.562729
asian	38	F	140	I00-I99	6.565175
asian	38	F	25	J00-J98	1.172353
asian	38	F	20	K00-K92	0.937882
asian	38	F	21	M00-M99	0.984776
asian	38	F	13	N00-N98	0.609623
asian	38	F	12	Q00-Q99	0.562729
asian	38	F	243	V01-Y89	11.395269
asian	38	M	71	A00-B99	3.657756
asian	38	M	332	C00-D48	17.103872
asian	38	M	6	D50-D89	0.309106
asian	38	M	36	E00-E88	1.854637
asian	38	M	19	F01-F99	0.978836
asian	38	M	27	G00-G98	1.390978
asian	38	M	368	I00-I99	18.958508
asian	38	M	34	J00-J98	1.751601
asian	38	M	60	K00-K92	3.091061
asian	38	M	8	M00-M99	0.412141
asian	38	M	12	N00-N98	0.618212
asian	38	M	18	Q00-Q99	0.927318
asian	38	M	511	V01-Y89	26.325537
asian	39	F	28	A00-B99	1.320891
asian	39	F	449	C00-D48	21.181423
asian	39	F	10	D50-D89	0.471747
asian	39	F	26	E00-E88	1.226541
asian	39	F	7	F01-F99	0.330223
asian	39	F	15	G00-G98	0.70762
asian	39	F	145	I00-I99	6.840326
asian	39	F	27	J00-J98	1.273716
asian	39	F	27	K00-K92	1.273716
asian	39	F	22	M00-M99	1.037843
asian	39	F	16	N00-N98	0.754795
asian	39	F	5	Q00-Q99	0.235873
asian	39	F	225	V01-Y89	10.614299
asian	39	M	80	A00-B99	4.174143
asian	39	M	341	C00-D48	17.792285
asian	39	M	8	D50-D89	0.417414
asian	39	M	45	E00-E88	2.347956
asian	39	M	26	F01-F99	1.356597
asian	39	M	28	G00-G98	1.46095
asian	39	M	413	I00-I99	21.549014
asian	39	M	50	J00-J98	2.608839
asian	39	M	93	K00-K92	4.852441
asian	39	M	10	M00-M99	0.521768
asian	39	M	17	N00-N98	0.887005
asian	39	M	7	Q00-Q99	0.365238
asian	39	M	489	V01-Y89	25.51445
asian	40	F	36	A00-B99	1.721936
asian	40	F	518	C00-D48	24.776746
asian	40	F	4	D50-D89	0.191326
asian	40	F	28	E00-E88	1.339284
asian	40	F	7	F01-F99	0.334821
asian	40	F	17	G00-G98	0.813136
asian	40	F	175	I00-I99	8.370522
asian	40	F	30	J00-J98	1.434947
asian	40	F	33	K00-K92	1.578441
asian	40	F	16	M00-M99	0.765305
asian	40	F	12	N00-N98	0.573979
asian	40	F	7	Q00-Q99	0.334821
asian	40	F	246	V01-Y89	11.766563
asian	40	M	75	A00-B99	3.97169
asian	40	M	374	C00-D48	19.805493
asian	40	M	9	D50-D89	0.476603
asian	40	M	45	E00-E88	2.383014
asian	40	M	22	F01-F99	1.165029
asian	40	M	25	G00-G98	1.323897
asian	40	M	483	I00-I99	25.577682
asian	40	M	33	J00-J98	1.747544
asian	40	M	93	K00-K92	4.924895
asian	40	M	11	M00-M99	0.582515
asian	40	M	19	N00-N98	1.006161
asian	40	M	14	Q00-Q99	0.741382
asian	40	M	494	V01-Y89	26.160197
asian	41	F	31	A00-B99	1.51073
asian	41	F	597	C00-D48	29.093737
asian	41	F	9	D50-D89	0.438599
asian	41	F	26	E00-E88	1.267064
asian	41	F	4	F01-F99	0.194933
asian	41	F	20	G00-G98	0.974665
asian	41	F	189	I00-I99	9.21058
asian	41	F	33	J00-J98	1.608197
asian	41	F	25	K00-K92	1.218331
asian	41	F	23	M00-M99	1.120864
asian	41	F	17	N00-N98	0.828465
asian	41	F	8	Q00-Q99	0.389866
asian	41	F	216	V01-Y89	10.526377
asian	41	M	96	A00-B99	5.184532
asian	41	M	486	C00-D48	26.246691
asian	41	M	9	D50-D89	0.48605
asian	41	M	51	E00-E88	2.754282
asian	41	M	32	F01-F99	1.728177
asian	41	M	28	G00-G98	1.512155
asian	41	M	505	I00-I99	27.272796
asian	41	M	48	J00-J98	2.592266
asian	41	M	95	K00-K92	5.130526
asian	41	M	7	M00-M99	0.378039
asian	41	M	20	N00-N98	1.080111
asian	41	M	7	Q00-Q99	0.378039
asian	41	M	515	V01-Y89	27.812851
asian	42	F	44	A00-B99	2.193658
asian	42	F	632	C00-D48	31.508908
asian	42	F	8	D50-D89	0.398847
asian	42	F	23	E00-E88	1.146685
asian	42	F	8	F01-F99	0.398847
asian	42	F	29	G00-G98	1.44582
asian	42	F	240	I00-I99	11.965408
asian	42	F	34	J00-J98	1.695099
asian	42	F	36	K00-K92	1.794811
asian	42	F	16	M00-M99	0.797694
asian	42	F	12	N00-N98	0.59827
asian	42	F	15	Q00-Q99	0.747838
asian	42	F	202	V01-Y89	10.070885
asian	42	M	98	A00-B99	5.423993
asian	42	M	493	C00-D48	27.286005
asian	42	M	11	D50-D89	0.608816
asian	42	M	65	E00-E88	3.597546
asian	42	M	26	F01-F99	1.439019
asian	42	M	26	G00-G98	1.439019
asian	42	M	574	I00-I99	31.769102
asian	42	M	46	J00-J98	2.545956
asian	42	M	106	K00-K92	5.866768
asian	42	M	8	M00-M99	0.442775
asian	42	M	17	N00-N98	0.940897
asian	42	M	1	P00-P96	0.055347
asian	42	M	12	Q00-Q99	0.664162
asian	42	M	500	V01-Y89	27.673434
asian	43	F	41	A00-B99	2.078498
asian	43	F	690	C00-D48	34.979605
asian	43	F	10	D50-D89	0.506951
asian	43	F	36	E00-E88	1.825023
asian	43	F	9	F01-F99	0.456256
asian	43	F	19	G00-G98	0.963207
asian	43	F	265	I00-I99	13.434196
asian	43	F	46	J00-J98	2.331974
asian	43	F	34	K00-K92	1.723633
asian	43	F	17	M00-M99	0.861816
asian	43	F	11	N00-N98	0.557646
asian	43	F	8	Q00-Q99	0.405561
asian	43	F	212	V01-Y89	10.747357
asian	43	M	109	A00-B99	6.156644
asian	43	M	557	C00-D48	31.461017
asian	43	M	7	D50-D89	0.395381
asian	43	M	82	E00-E88	4.631604
asian	43	M	41	F01-F99	2.315802
asian	43	M	33	G00-G98	1.863938
asian	43	M	636	I00-I99	35.923172
asian	43	M	48	J00-J98	2.711183
asian	43	M	106	K00-K92	5.987195
asian	43	M	4	M00-M99	0.225932
asian	43	M	22	N00-N98	1.242625
asian	43	M	6	Q00-Q99	0.338898
asian	43	M	521	V01-Y89	29.42763
asian	44	F	52	A00-B99	2.690857
asian	44	F	777	C00-D48	40.20761
asian	44	F	7	D50-D89	0.362231
asian	44	F	41	E00-E88	2.121637
asian	44	F	8	F01-F99	0.413978
asian	44	F	26	G00-G98	1.345428
asian	44	F	260	I00-I99	13.454284
asian	44	F	41	J00-J98	2.121637
asian	44	F	44	K00-K92	2.276879
asian	44	F	19	M00-M99	0.983198
asian	44	F	26	N00-N98	1.345428
asian	44	F	11	Q00-Q99	0.56922
asian	44	F	245	V01-Y89	12.678075
asian	44	M	98	A00-B99	5.675671
asian	44	M	626	C00-D48	36.254798
asian	44	M	8	D50-D89	0.46332
asian	44	M	73	E00-E88	4.227796
asian	44	M	29	F01-F99	1.679535
asian	44	M	25	G00-G98	1.447875
asian	44	M	666	I00-I99	38.571399
asian	44	M	64	J00-J98	3.706561
asian	44	M	132	K00-K92	7.644782
asian	44	M	13	M00-M99	0.752895
asian	44	M	28	N00-N98	1.62162
asian	44	M	13	Q00-Q99	0.752895
asian	44	M	531	V01-Y89	30.752872
asian	45	F	56	A00-B99	2.952423
asian	45	F	816	C00-D48	43.021025
asian	45	F	9	D50-D89	0.474497
asian	45	F	58	E00-E88	3.057867
asian	45	F	8	F01-F99	0.421775
asian	45	F	30	G00-G98	1.581655
asian	45	F	272	I00-I99	14.340342
asian	45	F	37	J00-J98	1.950708
asian	45	F	46	K00-K92	2.425205
asian	45	F	26	M00-M99	1.370768
asian	45	F	15	N00-N98	0.790828
asian	45	F	8	Q00-Q99	0.421775
asian	45	F	238	V01-Y89	12.547799
asian	45	M	97	A00-B99	5.742241
asian	45	M	719	C00-D48	42.56362
asian	45	M	8	D50-D89	0.473587
asian	45	M	91	E00-E88	5.387051
asian	45	M	38	F01-F99	2.249538
asian	45	M	35	G00-G98	2.071943
asian	45	M	768	I00-I99	45.46434
asian	45	M	72	J00-J98	4.262282
asian	45	M	136	K00-K92	8.050977
asian	45	M	10	M00-M99	0.591984
asian	45	M	24	N00-N98	1.420761
asian	45	M	9	Q00-Q99	0.532785
asian	45	M	520	V01-Y89	30.783147
asian	46	F	53	A00-B99	2.842802
asian	46	F	952	C00-D48	51.063154
asian	46	F	12	D50-D89	0.643653
asian	46	F	51	E00-E88	2.735526
asian	46	F	16	F01-F99	0.858204
asian	46	F	36	G00-G98	1.93096
asian	46	F	310	I00-I99	16.627708
asian	46	F	56	J00-J98	3.003715
asian	46	F	54	K00-K92	2.896439
asian	46	F	25	M00-M99	1.340944
asian	46	F	33	N00-N98	1.770046
asian	46	F	10	Q00-Q99	0.536378
asian	46	F	239	V01-Y89	12.819426
asian	46	M	133	A00-B99	8.053451
asian	46	M	763	C00-D48	46.201375
asian	46	M	8	D50-D89	0.484418
asian	46	M	94	E00-E88	5.691913
asian	46	M	34	F01-F99	2.058777
asian	46	M	28	G00-G98	1.695463
asian	46	M	808	I00-I99	48.926227
asian	46	M	76	J00-J98	4.601972
asian	46	M	150	K00-K92	9.082839
asian	46	M	11	M00-M99	0.666075
asian	46	M	34	N00-N98	2.058777
asian	46	M	7	Q00-Q99	0.423866
asian	46	M	419	V01-Y89	25.371397
asian	47	F	62	A00-B99	3.385869
asian	47	F	1021	C00-D48	55.757615
asian	47	F	14	D50-D89	0.764551
asian	47	F	69	E00-E88	3.768144
asian	47	F	12	F01-F99	0.655329
asian	47	F	33	G00-G98	1.802156
asian	47	F	330	I00-I99	18.02156
asian	47	F	60	J00-J98	3.276647
asian	47	F	68	K00-K92	3.713534
asian	47	F	20	M00-M99	1.092216
asian	47	F	26	N00-N98	1.419881
asian	47	F	8	Q00-Q99	0.436886
asian	47	F	244	V01-Y89	13.325032
asian	47	M	144	A00-B99	8.881126
asian	47	M	838	C00-D48	51.68322
asian	47	M	9	D50-D89	0.55507
asian	47	M	108	E00-E88	6.660845
asian	47	M	32	F01-F99	1.973584
asian	47	M	33	G00-G98	2.035258
asian	47	M	917	I00-I99	56.555505
asian	47	M	81	J00-J98	4.995633
asian	47	M	165	K00-K92	10.17629
asian	47	M	15	M00-M99	0.925117
asian	47	M	32	N00-N98	1.973584
asian	47	M	12	Q00-Q99	0.740094
asian	47	M	531	V01-Y89	32.749153
asian	48	F	65	A00-B99	3.645451
asian	48	F	1114	C00-D48	62.477426
asian	48	F	7	D50-D89	0.392587
asian	48	F	57	E00-E88	3.19678
asian	48	F	11	F01-F99	0.616923
asian	48	F	22	G00-G98	1.233845
asian	48	F	389	I00-I99	21.816624
asian	48	F	69	J00-J98	3.869787
asian	48	F	71	K00-K92	3.981954
asian	48	F	31	M00-M99	1.7386
asian	48	F	26	N00-N98	1.458181
asian	48	F	8	Q00-Q99	0.448671
asian	48	F	226	V01-Y89	12.674954
asian	48	M	141	A00-B99	8.957915
asian	48	M	997	C00-D48	63.340718
asian	48	M	17	D50-D89	1.080032
asian	48	M	136	E00-E88	8.640258
asian	48	M	34	F01-F99	2.160065
asian	48	M	45	G00-G98	2.858909
asian	48	M	989	I00-I99	62.832467
asian	48	M	76	J00-J98	4.82838
asian	48	M	184	K00-K92	11.689761
asian	48	M	15	M00-M99	0.95297
asian	48	M	39	N00-N98	2.477721
asian	48	M	4	Q00-Q99	0.254125
asian	48	M	496	V01-Y89	31.511531
asian	49	F	63	A00-B99	3.565902
asian	49	F	1243	C00-D48	70.355809
asian	49	F	10	D50-D89	0.566016
asian	49	F	69	E00-E88	3.905512
asian	49	F	12	F01-F99	0.679219
asian	49	F	48	G00-G98	2.716878
asian	49	F	452	I00-I99	25.583931
asian	49	F	65	J00-J98	3.679105
asian	49	F	66	K00-K92	3.735707
asian	49	F	25	M00-M99	1.41504
asian	49	F	27	N00-N98	1.528244
asian	49	F	10	Q00-Q99	0.566016
asian	49	F	261	V01-Y89	14.773022
asian	49	M	142	A00-B99	9.149968
asian	49	M	1031	C00-D48	66.433922
asian	49	M	8	D50-D89	0.515491
asian	49	M	135	E00-E88	8.698913
asian	49	M	37	F01-F99	2.384147
asian	49	M	44	G00-G98	2.835201
asian	49	M	1108	I00-I99	71.395525
asian	49	M	84	J00-J98	5.412657
asian	49	M	154	K00-K92	9.923205
asian	49	M	16	M00-M99	1.030982
asian	49	M	38	N00-N98	2.448583
asian	49	M	13	Q00-Q99	0.837673
asian	49	M	529	V01-Y89	34.086853
asian	50	F	56	A00-B99	3.237902
asian	50	F	1323	C00-D48	76.495434
asian	50	F	13	D50-D89	0.751656
asian	50	F	72	E00-E88	4.163017
asian	50	F	12	F01-F99	0.693836
asian	50	F	37	G00-G98	2.139328
asian	50	F	441	I00-I99	25.498478
asian	50	F	63	J00-J98	3.64264
asian	50	F	75	K00-K92	4.336476
asian	50	F	29	M00-M99	1.676771
asian	50	F	31	N00-N98	1.79241
asian	50	F	9	Q00-Q99	0.520377
asian	50	F	223	V01-Y89	12.893788
asian	50	M	159	A00-B99	10.535048
asian	50	M	1117	C00-D48	74.010368
asian	50	M	14	D50-D89	0.927614
asian	50	M	133	E00-E88	8.812336
asian	50	M	47	F01-F99	3.114134
asian	50	M	52	G00-G98	3.445424
asian	50	M	1167	I00-I99	77.323276
asian	50	M	112	J00-J98	7.420914
asian	50	M	194	K00-K92	12.854084
asian	50	M	13	M00-M99	0.861356
asian	50	M	34	N00-N98	2.252778
asian	50	M	13	Q00-Q99	0.861356
asian	50	M	491	V01-Y89	32.532758
asian	51	F	73	A00-B99	4.326359
asian	51	F	1348	C00-D48	79.889482
asian	51	F	19	D50-D89	1.126039
asian	51	F	74	E00-E88	4.385624
asian	51	F	7	F01-F99	0.414856
asian	51	F	44	G00-G98	2.607669
asian	51	F	535	I00-I99	31.706879
asian	51	F	69	J00-J98	4.089298
asian	51	F	88	K00-K92	5.215337
asian	51	F	26	M00-M99	1.540895
asian	51	F	44	N00-N98	2.607669
asian	51	F	8	Q00-Q99	0.474122
asian	51	F	250	V01-Y89	14.816299
asian	51	M	145	A00-B99	9.921354
asian	51	M	1170	C00-D48	80.055067
asian	51	M	17	D50-D89	1.163193
asian	51	M	172	E00-E88	11.768779
asian	51	M	34	F01-F99	2.326387
asian	51	M	52	G00-G98	3.558003
asian	51	M	1244	I00-I99	85.118379
asian	51	M	127	J00-J98	8.689738
asian	51	M	190	K00-K92	13.000395
asian	51	M	11	M00-M99	0.752654
asian	51	M	44	N00-N98	3.010618
asian	51	M	11	Q00-Q99	0.752654
asian	51	M	462	V01-Y89	31.611488
asian	52	F	79	A00-B99	4.82294
asian	52	F	1454	C00-D48	88.766518
asian	52	F	10	D50-D89	0.610499
asian	52	F	90	E00-E88	5.494489
asian	52	F	7	F01-F99	0.427349
asian	52	F	48	G00-G98	2.930394
asian	52	F	511	I00-I99	31.196486
asian	52	F	73	J00-J98	4.456641
asian	52	F	83	K00-K92	5.06714
asian	52	F	24	M00-M99	1.465197
asian	52	F	41	N00-N98	2.503045
asian	52	F	14	Q00-Q99	0.854698
asian	52	F	254	V01-Y89	15.506668
asian	52	M	161	A00-B99	11.414489
asian	52	M	1417	C00-D48	100.461684
asian	52	M	9	D50-D89	0.638077
asian	52	M	169	E00-E88	11.981669
asian	52	M	38	F01-F99	2.694103
asian	52	M	43	G00-G98	3.04859
asian	52	M	1323	I00-I99	93.797324
asian	52	M	107	J00-J98	7.586027
asian	52	M	202	K00-K92	14.321285
asian	52	M	11	M00-M99	0.779872
asian	52	M	58	N00-N98	4.112052
asian	52	M	10	Q00-Q99	0.708974
asian	52	M	472	V01-Y89	33.463596
asian	53	F	92	A00-B99	5.781331
asian	53	F	1555	C00-D48	97.717065
asian	53	F	13	D50-D89	0.816927
asian	53	F	110	E00-E88	6.912461
asian	53	F	7	F01-F99	0.439884
asian	53	F	43	G00-G98	2.702144
asian	53	F	593	I00-I99	37.26445
asian	53	F	80	J00-J98	5.027245
asian	53	F	68	K00-K92	4.273158
asian	53	F	37	M00-M99	2.325101
asian	53	F	39	N00-N98	2.450782
asian	53	F	9	Q00-Q99	0.565565
asian	53	F	253	V01-Y89	15.898661
